,Sentence,sentiment
462,theodosopoulo said tellab could valu nokia siemen nortel given lead suppli statu verizon along product,Positive
463,current posit manti work sinc,Neutral
464,new product plant compani would increas capac meet expect increas demand would improv use raw materi therefor increas product profit,Positive
465,analyst view astrazeneca share seen recent volatil,Positive
466,earn per share ep drop eur eur,Positive
467,transact tikkurila powder oper compani said,Negative
468,arm hold plc domino pizza group plc aso plc growth stock,Positive
469,pearl plaza llc joint ventur srv shanghai industri invest hold co ltd conclud invest decis construct first phase shop center saint petersburg russia,Neutral
470,measur result decreas demand technic design product inform,Negative
471,finnish financi group aktia report oper profit eur mn eur mn correspond period,Positive
472,key price watch nflx previou doubl top reject http,Negative
473,finnish glass technolog compani glaston oyj abp net profit decreas mln euro mln first nine month mln euro mln period,Positive
474,citi spirit sink diageo come short sale slide,Neutral
475,oper loss increas eur loss eur mn,Negative
476,alexandria june michael william newburi park develop network devic,Neutral
477,olvi post strong set figur first six month year,Positive
478,stanchart rb struggl bank england stress test,Negative
479,begin year wartsila secur order deliv four main engin propuls machineri vessel,Positive
480,group sale total eur mn drop period,Negative
481,glaxosmithklin target growth across unit scrap viiv ipo,Positive
482,bhp billiton share price brazil sue samarco,Positive
483,come complet lcd touch screen system select chosen function price start around pound mark,Neutral
484,revenu quarter fell percent euro billion compar year earlier,Neutral
485,split compani would seri share seri k share,Positive
486,le coq special develop bicentenari compani trade mark brewer said,Positive
487,arcelormitt chief execut offic lakshmi mittal alreadi cut output furnac,Negative
488,oper profit fell eur mn eur mn,Positive
489,bridg part highway develop project,Neutral
490,kesko agro lietuva agricultur machineri grain trader anoth member kesko group boost sale percent million euro vat inclus,Positive
491,adpnew dec finnish cutleri hand tool maker fiskar oyj abp hel fisa said today make redund total offic manag staff member subsidiari iittala group,Positive
492,metso foundri jyvaskyla oy discontinu product line septemb,Neutral
493,sale price disclos,Neutral
494,helsinki afx retail wholesal group kesko report net sale mln eur februari increas pct,Positive
495,februari new word ident document act make mobil id electron document februari enter forc,Neutral
496,antti orkola presid kemira growhow industri solut unit told thomson financi news compani put open mine price phosphat quit depress long time,Negative
497,alon,Positive
498,februari steel maker rautaruukki oyj hel rtrk ruukki said today slip pretax loss fourth quarter profit,Positive
499,sale savcor face cencorp result profit loss yet determin owe factor includ valuat consider share receiv prevail exchang rate,Positive
500,acquisit sverig burden perform eur mn,Negative
501,first applic market invoic purchas requisit approv mobil devic,Positive
502,helsinki eliiv today report ep increas ep,Positive
503,easyjet dismiss lufthansa plan contest germani,Neutral
504,order receiv grew,Neutral
505,import sea contain lorri trailer unit fell export correspond period,Neutral
506,finnish broadband data commun system provid telest oyj hel said yesterday return net profit eur million usd first nine month versu net loss eur period,Positive
507,adpnew dec norwegian financi servic group sparebank gruppen osl sbgrp said board director appoint today jarl haug manag director claim collect subsidiari sparebank gruppen finan,Neutral
508,contract manufactur electron elcoteq hungari kft announc plan recruit new staffer fulfil new order compani two plant,Positive
509,pm omx helsinki index pct lower,Negative
510,nyrstar also agre suppli talvivaara tonn sulphur acid per annum use talvivaara leach process period suppli zinc concentr,Positive
511,april finnish construct engin compani outotec oyj hel said today slip net loss first quarter net profit correspond period last year,Positive
512,revenu slightli million million compar million year earlier,Neutral
513,rt dasan tmtanalyst sinc aapl master suppli chain corner nand appl master everyon suppli chain,Neutral
514,poyri net sale amount eur million employ expert,Neutral
515,adjust concern staff specialti paper fiber composit segment,Neutral
516,accord notif hold ameripric group compani total share repres tekla share vote right,Positive
517,appl break major support level watch http aapl qqq,Positive
518,royal mail chairman donald brydon set step,Neutral
519,also confirm earn guidanc whole issu report whole,Neutral
520,offer also cover localis servic relat product transfer finnish compani custom alreadi product asian market made decis transfer product,Neutral
521,db juliu baer emerg potenti bidder barclay asia wealth unit,Positive
522,fair valu invest properti eur million,Positive
523,companiestravi perkin lift dividend earn rise,Neutral
524,okmet product base expertis gener ad valu custom innov product develop extrem effici product process,Positive
525,compar oper profit total eur mn eur mn correspond period repres net sale,Positive
526,equip design bollor africa logist termin societ du termin de vridi setv abidjan ivori coast deliveri schedul start march,Neutral
527,telest hybrid tv solut includ compon whole process deliv video servic consum content acquisit servic creation deliveri rang access solut includ hfc hybrid xdsl etth ftth,Positive
528,compani net sale amount approxim employe,Neutral
529,new novat product suppos export,Neutral
530,elcoteq global network market servic site long experi serv consum electron system solut custom,Positive
531,finnish compon supplier componenta corpor omx helsinki report tuesday juli oper profit net sale financi period,Positive
532,save break downtrend line increas volum move could see upsid http,Neutral
533,offici open offic locat pragu celebr may,Positive
534,appl anoth attempt break appl weak pvt aapl trade invest aapl http,Negative
535,also turn earn per share ep eur versu loss per share eur,Positive
536,complet transact subject final agreement due dilig process,Positive
537,morrison financ chief fill gap ceo leav earli,Neutral
538,earn per share ep amount loss,Neutral
539,tiimari oper store six countri includ core finnish market gener turnov mln eur,Neutral
540,chang announc today effect close trade friday june,Positive
541,accord chairman michael hornborg organ mere criticis raisio weak perform,Negative
542,bae system sale boost european typhoon currenc,Positive
543,honkarakenn also decid yesterday sell b seri share key staff member per share,Positive
544,rais consum awar encourag peopl recycl old mobil devic nokia run regular recycl campaign around world,Positive
